summary,rating,Topic
It's a job,1,1
Great Potential,1,0
Development Manager,1,1
amazon warehouse is no joke,0,0
"Good environment, not a lot of opportunity",1,3
A great place if you dare to be great,1,3
Great company to start your career at,1,2
Part Time Associate,1,2
Working backwards from the top customer,1,1
Sort Facility,1,3
Product Manager,1,2
"Alright, Better Then Other Jobs",1,2
Good starting point,1,1
Stower,1,0
at home csr,1,0
Loss Prevention,0,2
Stay away from this Company,0,1
Its a good company with lots of potential.,1,3
Not worth the effort,1,1
Poor Management,0,0
Summer Internship,1,3
Picker,1,1
A warehouse associate,1,3
Review,0,1
"Seems attractive, but not a good long-term employer",0,2
amazon warehouse worker,1,0
SDE,1,2
Intern Review,1,1
Software Development Engineer,1,1
Executive Assistant to 4 Directors,1,2
Eh,1,0
Software Engineer,1,1
Internship (Social Ads Team),1,0
"Great company, if you like backstabbers",0,3
Its whatever,1,0
"Fulfillment center in Robbinsville, NJ",1,0
amazon tracy,1,0
experience,1,2
Amazon At Home Flex CS Associate,1,0
Great,1,3
Intern,1,1
outbound,0,0
Amazon Web Sevices,0,1
Recruiting Coordinator,0,0
Amazon Review,0,1
great pay. sucks if you want to better your position.,0,2
Area Manager,1,0
"Fulfillment Associate - Haslet, TX",1,1
Not the best,1,2
Tier 3,1,0
Great!,1,3
part time fullfillment associate,1,1
Super smart people and inspirational place to work,1,2
Fun place to work,1,3
Area Manager Amazon,1,0
For software engineers it is exactly as bad as New York Times article says it is,0,0
The Amazon-ian way,0,1
Dock,1,0
Varied technologies and subcultures,1,1
Pretty good,1,2
Double-edged sword,1,2
amazon associate,1,3
Fulfillment center associate,1,3
Favortism runs rampant!!!,0,1
"Performance based company, or not?",1,1
Salaried Manager,0,2
Fulfillment associate,1,3
Software Development Engineer,1,1
Sr. Product Manager,1,2
Work Life Balance,1,3
Amazon.com Seasonal Order Fulfillment,1,3
Amazon Fulfillment,1,3
Engineer,1,1
Brace yourself!!!,0,3
Work here at your risk you have been warned,0,1
Financial Analyst,1,3
Amazing and tiring all at once,1,1
Unrealistically demanding.,0,1
Not all that great,1,3
Entry Level - Sr. HR Assistant,0,1
"Wonderful atmosphere, but fast paced.",1,3
Sorts center pittsburgh,1,2
TAKE,1,0
good internship experience,1,2
Great place to learn,1,3
Too much Ops with too little training,1,0
Area Manager,0,0
good place,1,2
Good company,1,2
SDE,1,2
"Manager, Vendor Management",1,0
Good place to start your career,1,2
Network manager,1,1
software developer,1,1
Sr Product Manager,1,2
Area Manager,1,0
VCC Customer Service Associate,1,1
be more employee centric,1,1
eeeeehhhhhh,0,0
good opportunity,1,3
Amazon worker,1,0
Human Resources Intern,1,0
Really poor pay,1,3
Working at amazon,1,0
Facilities Tech.ll,1,1
Tough environment,0,2
Great place to work,1,3
"Challenging, but fun",1,3
Operations Manager,0,2
Operations Manager,0,2
Just starting and already enjoy it,1,1
Great place to work,1,3
Not feeling good,0,0
Not the worst place,1,1
former employee,1,0
Decent,1,0
Its great if you need a job,1,0
operations,1,2
Would not work here again,0,3
>A random title here<,1,1
Strategic Account Manager,0,2
Fulfillment Associate,1,3
Where builders come to build,1,3
None,1,0
Operations manager,1,2
Quality control,1,2
Area Manager,1,0
I really enjoy working for Amazon!,1,3
"Not the worst place, but definitely not the best",0,2
Good Enough,1,2
Warehouse Supervisor,1,0
Customer Service Associate,1,1
Culture depends on Site Leadership,1,0
good environment,1,3
working at Amazon as Brand Ambassador,1,3
Try Amazon,1,3
Company Rating Information,1,2
Amazon,1,1
Working as ML scientist,1,0
We require more minerals,1,0
SDE 3,0,2
supply chain,1,2
Amazon,1,1
amazon,1,1
Great Company,1,3
"Terrible,soulless company, bent on replacing everyone with machines",0,1
Stock bummer,0,2
Area Manager,0,0
Fresh,0,0
"Decent pay, sub part insurance",1,0
Slow to promote,1,0
MKE 1 Fulfillment Associate,1,3
Fulfillment Associate,1,3
Machine learning scientist intern,1,0
"Soul Crushing, adversarial culture",0,1
Okay job,1,3
"High Stress, Tons of Hours, Great Pay",1,3
Great company to work for!,1,3
good experience,1,2
Current SDE2 - Working in Amazon is no fun,0,0
Customer Service Representative,1,1
Good for 2 years after grad school,0,0
Was treated like damaged goods after being injured. I definitely would not work here again!,0,2
Ok for a while.,0,1
Loads of Work Little Appreciation,1,0
Could be better.,1,2
Not for the out of shape or lazy,1,0
Okay job,1,3
SDE-II,1,0
Picker,1,1
Team Leader,0,1
Honestly.,0,1
Great place to work,1,3
amazon,1,1
There are pros and cons.,1,0
Sr. Manager Recruiting,1,0
Finance Intern,1,0
Not what you would think,0,1
Seasonal Work,0,3
good,1,2
CS Representative,1,0
Amazon warehouse,1,3
Great company to work for,1,3
Meh,1,0
Review,1,1
Good Place,1,2
Read the New York Times article,0,0
Eat at Amazon,1,3
It was okay,1,3
You either like it or hate it,1,0
customer experience,1,1
"Exciting, but difficult",1,0
Area Manager,1,0
Exciting company,1,1
co workers,1,3
started off Great,1,0
NY Times Article is true,0,0
Amazon review,1,1
"This place is ridiculous, a Zoo. Romper Room",0,2
Not for a person with brains and no warehouse skills,0,2
Is this the cutting edge?,1,0
Amazon Intern,1,1
Data Center Operations,1,0
The stock is good...,1,2
AWS offers get opportunity,1,3
So far its pretty great!,1,2
"Good company, Great time!",1,2
You could do worse.,0,3
Environment,0,3
Horrible Work environment.,0,3
Its OK,1,1
Warehouse working,1,3
Good Company,1,2
Sr .In Stock Manager,1,2
Manager,1,2
Worse place ever to work,0,3
Funnels Employees into Non-Proactive Positions (for the most part - at 1st),1,2
Program Manager,1,2
everything you've already heard is probably true,0,0
SDE,1,2
Account Executive,1,3
"High-energy, relentless, demanding, but ultimately rewarding",1,0
On the go,1,0
Not bad but could be more organized,1,1
Decent place to work,1,0
Amazon,0,1
Great system but poor execution!,1,1
"Smart, capable engineers - Inexperienced Managers",1,3
Operations Leadership,1,0
Don't recommend,0,2
Good Intern Experience,1,2
Horrible,0,3
Developer Support Engineer,1,1
Staffing Coordinator,0,0
Seasonal part-time,1,3
"Great job, not for everyone",1,1
Great place to intern,1,3
Smartest co-workers in town but the leadership and balance are awful,1,2
Bad full-time conversion rate,1,3
Good place to work,1,2
SDE Intern,1,2
The hierarchy is strong,0,3
Don't be fooled by the big paycheck - it's not worth it,0,0
A perfect place for workaholic only,0,3
Used to be a good place to grow,1,2
Instock Manager,1,2
Senior Marketing Manager,1,2
Decent experience,1,0
Associate,1,3
Amazon life,1,3
not for everybody,1,0
mediocre experience,0,1
Good company,1,2
Facilities Area Manager,1,2
Fulfillment Associate (Tier I),1,3
Maintenace Tech Review,1,1
,1,0
software engineer Intern,1,1
operation team leadership,0,2
"Fast pace, easy job but.....",1,1
Worst place to start your career,0,2
ambassador,1,3
current long-term employee review,1,0
At Amazon,0,1
reality at amazon,1,2
Dont do it,0,0
Fulfillment Associate,0,3
Hard work but decent pay,1,3
Photographer,1,2
Ok experience.,0,1
Computer Technician,0,0
Rough,0,0
Amazing Company,1,2
Scanning,1,0
SDE Intern,1,2
Good place to work... If you're lucky.,1,2
"Overall good, but can be improved",1,2
"Lots of operational load, no life-balance",1,3
Too Much work,1,3
Terrible place to work,0,2
Amazon is as-expected,1,0
great place to build a career,1,3
Good experience,1,2
Great place to work,1,3
Horrible management,0,3
There are a lot of great tech companies to work for. Amazon isn't one of them.,0,1
warehouse fullfillment,0,1
"Fast Paced, at times stressful",1,3
Sr Pr Manager,1,3
review,1,1
Great,1,3
sorter,1,1
Good place to learn. Choose the right team!,1,1
Job Review,1,1
Packaging,1,1
NYT Article is correct but does not cover all issues,1,0
warehouse associate,0,3
"Fast-Paced, Difficult Promotion Process",1,3
Amazon Associate Outbound Pack Problem Solve,0,1
Pretty good job,1,2
Amazon,1,1
"You'll do a lot, then you'll want to leave.",0,1
Fullfillment Associate 1,1,1
Best/Worst Job I've ever had,1,1
Trainer,1,2
open,1,0
Nice place to work,1,2
Female at Amazon,1,1
If you not a college student dont work here.,0,0
Software Development Engineer,1,1
I have customer service experience and I have some office experience with answering phones,1,1
If you just want to put in your year and be done with it,0,0
Amazon,1,1
Entrepreneur's delight,1,2
"Good experience, learned a lot",1,3
Customer Service Associate,1,1
Amazon Internship,1,3
"Getting closer, but not there yet",1,3
Fulfillment Associate,1,3
Inbound,0,1
Great!,1,3
First 2 years dont expect much raise,1,0
Positive Environment,1,3
Not a great place to work if you have a family,0,3
An Ok place to work,1,3
Fire hose of information followed by learning to write prose at a very high bar.,1,2
Decent Pay but not up to par with other tech companies,1,1
Amazon sees people as a number,0,0
AWS - The Culture is Alive (Cloud Support Engineer),1,2
Software Development Engineer,1,1
Financial Analyst,1,3
Horrible,0,3
CSFA,0,0
Risk Analyst,0,3
"If you need money fast, it's a great job. It's easy to get. Decent pay, GREAT benefits, too.",1,3
My best internship,1,3
NYT's article tells the truth,0,0
It's Difficult to Find Positives,0,3
Software Engineer Intern,1,1
Survival of the fittest,1,0
Amazon,1,1
Junior Software Developer,1,1
Scanner,0,3
Ont 2 San Bernardino Ca Central Ave,0,1
good if you can handle the pressure,1,0
review,1,1
Amazon experience,1,2
Smart Engineers. Distracted Management.,1,3
Amazon,1,1
Motion Designer,1,0
Culture is not as advertised.,0,3
Fulfillment center,0,0
Easy Job,1,1
Not so great,1,3
AIV/AppStore Tech Support,0,1
Intense & challenging work culture,1,3
Lead Process Assistant,1,3
"If it sounds to good to be true, it probably is!",0,3
Amazon,1,1
Site Lead,1,0
Pretty Good,1,2
Warehouse Associate,1,3
Company Culture,1,3
Grow Up,0,1
Not for the faint of heart,1,1
SDE Intern,0,2
Fulfillment Associate,0,3
Felt like prison / hell,0,2
Thoughts about amzon,1,0
Amazon Review,1,1
Be ready for change,1,0
Performance Coach,1,0
"Good for freshers and Tech jobs, not worth otherwise",0,2
Everyone is over-worked,0,1
SDE Internship Review,1,3
Digital Specialist,1,2
QA Auditor,1,0
Overall a good place to be in,1,2
question,1,1
question,1,1
CSA,0,0
warehouse,0,3
Software development engineer,1,1
Amazon distribution,1,3
Love the place,1,1
Great place,1,3
Think twice before relocating to Seattle,0,1
Unfair,0,0
Review from a long time Amazonian,1,2
An awesome place to be,1,0
Work at Amazon,1,1
great and demanding company,1,1
Awful,0,0
Software Development Engineer II,1,1
My internship experience is wonderful,1,2
SDE II,0,0
shipping,0,1
It's all about perspective,1,0
MKE5 was Alright.,1,3
Warehouse worker,1,0
On the road to success!,1,2
Good company to learn many things,1,2
Worth a shot part time wise,1,2
Amazon.com,1,0
No.,0,0
Growing company,1,3
Do Your Homework,0,0
Very hard work and long hours,1,2
Brand Specialists,1,0
Loss Prevention Specialist,1,2
A Rehire at Amazon Corporate,1,2
Fulfillment Associate,1,3
Fast Pace - Great Place to Work,1,3
"Great pay/benefits, but...",0,3
Review of SDE Internship,1,3
It's an,1,0
Associate,1,3
Winners expect you to contribute,1,1
investigation specialist,1,0
Crucible experience that I do not regret,1,1
It's a job,1,1
associate,1,3
Summer Internship,1,3
Warehouse Associate,0,3
Operations Leadership Intern,1,0
A good place for sharp hungry minds,1,0
A Year at Amazon,0,2
Operations Leadership Internship,0,3
distribution warehouse,1,3
Great Compnay,1,3
Excellent compNy,0,2
Management,0,0
Senior Product Manager,1,2
Operations Research Scientist,1,0
PM at Amazon,1,1
Not good for the average worker,1,1
Sr Network Planning Manager,1,3
Customer Service is the Step Child,1,1
Politics galore,0,3
Warehouse Associate,1,3
Employment at Amazon,1,1
Worst company to work for,0,1
Program coordinator,1,3
Packer,1,0
Rating,1,2
Very smart talented team working on challenging projects at a large scale.,1,3
Excellent,1,2
Great for someone who wants to work at a fast pace constantly,1,3
Overall is good,1,2
Horrible Soul less place to work,0,3
Amazon,0,1
Warehouse Employee,1,0
Great Experience,1,2
"Great experience, poor work environment",1,3
Loss Prevention,1,2
SDE,1,2
former employee,0,0
Senior Management,1,0
Great place to work,1,3
Dead end job,0,1
amazon,1,1
Good Hardworking Job,1,3
ISS REP,1,0
Alright,1,2
Survival of the Fittest,0,0
Too Much,0,0
They play favorites,0,0
Possibly the best company I will have ever worked for,1,2
Good work-place,1,2
"Get in, get out",0,0
"Great ambition, Poor execution",0,1
Sde2,1,1
Software engineer,1,1
Stow,1,1
"Great Benefits, Lacks Morale, and fails to provide a work culture",0,0
Is okay,0,3
Suits some,0,2
Unrealistic,0,0
Good place to work for young people,1,3
Tier 3 Process Assistant,1,0
Problem Solve Ambassador,1,1
Amazon.com,1,0
Amazon,1,1
Fun and Challenging,1,3
Great place to be!,1,3
"Great company,bad work ethics",1,3
Fulfillment associate,1,3
warehouse associate,0,3
Back stabbing.,1,0
Back stabbing.,1,0
Production,1,3
Fantastic company,1,2
It's a job,0,1
A mixed bag,1,0
Logistics,1,0
Great place to work.,1,3
Facilities,1,2
Not recommended,0,0
Machine Learning Scientist,1,0
Overworked bad conditions,0,1
"SDE is OK, not great",1,2
Packer,1,0
Warehouse associate,1,3
Amazon sucks,0,2
Strong potential for growth,1,3
stower,1,0
Fulfillment Associate,1,3
Miscommunication,0,2
Beware of the churn and burn!,1,3
Great place to learn. Not so great with employee culture.,1,3
picker,0,1
No communication,0,3
Amazon warehouse job,1,1
Hardworking ppl,1,2
Typical warehouse worker,1,3
Not bad,1,3
Warehouse Associate,1,3
Lots of oppts,1,3
decom tech,0,1
Great place to learn quickly,1,3
Amazon,1,1
PM Internship,1,1
Great Place to Work,1,3
customer experience intern,1,1
Amazon Warehouse Worker (Seasonal),1,3
Good place to work for a limited amount of time.,1,3
FAst paced demanding culture,1,3
Loved working there,1,2
Good place to work,1,2
Technical Program Manager,0,2
"Good benefits, but most",0,3
Bad Experience,0,3
Cloud Support Engineer,1,1
Not nearly as bad as the news says,1,0
Senior Financial Analyst,1,3
Software Engineer,1,1
Tough ride. Make sure you have a god father.,1,1
Financial Analyst,1,3
Prime NOW,1,2
ok,1,1
Software Development Engineer I,1,1
Working for amazin,0,0
Wow,1,0
Not bad for hs grad,1,0
Great pay for easy work and some room for advancement,1,0
SDE Intern Review,1,1
Software Development Engineer Intern,1,1
Area Manager,1,0
"Good Wage, Part-time Hours",1,2
Amazon Fulfillment Center,1,0
Worst Internship Ever,0,3
Fun but hard work,1,3
SDE I,1,2
Great place to learn,1,3
Ehs,1,1
It's not to bad,1,3
Potential to be great,1,0
"Tough, long days.",1,2
Stow,1,1
Undecided,0,0
Area Manager,0,0
Junior IT Technician,1,1
It is what you make it.,1,1
Fulfillment,1,3
Amazon warehouse,1,3
Quality Assurance,1,2
Tough but fun,1,2
Facilities Technician,1,2
LAS2 - Amazon.com,1,0
good place to work,1,2
Good company,1,2
Great company for driven people,1,3
OK TO WORK HERE TO MEET YOUR TEMPORARY NEEDS.,1,1
Amazon,1,1
Amazon,1,1
Hard Work/ Low pay,1,3
Stock in courts clean,1,2
perfect start,1,1
Amazon Warehouse,0,3
shipping clerk,0,1
Temperature is rising,0,3
No regrets,1,1
Senior Principal Software Engineer,1,1
Great until you cap,1,3
Ever changing,1,2
"Work Hard, Work Hard, Work Hard...",1,1
Good Company,1,2
A Sad State of Affairs,0,2
Amazon Area Manager,1,0
Customer Experience Intern,1,1
"Innovative, challenging and rewarding",1,3
Intern,1,1
Only for people willing to make their job their life.,0,1
Online Walmart,0,2
"Hard place to start, but really rewarding",1,3
You have to see it to believe it!,1,3
Area Manager,0,0
Pretty good place to work,1,2
Company where you can learn anything on a very large scale,1,3
Ok,1,1
Vendor Manager,1,0
Good Exercise!,1,1
Good,1,2
Amazon fulfilment associate,1,3
Fun Place,1,3
operations intern,1,2
Can't Judge a Book by it's Cover,1,0
Amazon,1,1
NYT article is true,0,0
"Great Company, not so great pay",1,3
good for short term,1,2
Senior Analyst,1,3
Stow Associate,1,1
Great Company,1,3
Not the worst,1,1
Software Developer,1,1
"Great Company, Smart People, Set Boundaries",1,3
fulfillment associate,0,3
Longtime Employee,1,0
Few weeks temp,1,0
Unique culture,1,3
Great for short term career move,1,2
Picked packer,1,0
Not too shabby.,1,0
Business Intelligence Engineer,1,0
Software Development Engineer,1,1
My review,1,1
Anonymous,1,0
Solutions Architect III,1,1
"Great job, beware of negative associates.",1,1
CSA,1,0
Hard work,1,1
Internship at Amazon,1,3
"Work hard, have fun, make history",1,1
