review,rating,split
Not bad to stay with several years,negative,train
Being a TAM in Fargo is a nightmare,negative,train
Associate Vendor Manager,negative,train
work experiance,positive,train
Excellent,positive,train
program manager with in support function,positive,train
Training and development culture is unbeatable,positive,train
The BEST company on EARTH!,positive,train
Warehouse Associate,negative,train
Recommend. But know which division you join!!,negative,train
Robotic,negative,train
"Great company to work for, no regrets",positive,train
Great place to work,positive,train
Don't join Google's gTech org,negative,train
Fast pace,positive,train
Amazing Employer,positive,train
Great place to work and I have been there 10+ years,positive,train
Amazon Associate Review,negative,train
Big ship,negative,train
If you want work/life balance you may do OK but to really advance you need to sacrifice those things,positive,train
AWS sydney ?,negative,train
It's good company but if you have good bosses....,negative,train
Working at Apple,positive,train
"Customer obsessed, employee blind",negative,train
audio designer in Microsoft,negative,train
Milk you for everything you're worth,negative,train
"Stressful, frustrating, and unrewarding.",negative,train
Technical Recruiter,positive,train
VCC Generalist II,negative,train
Full of politics,negative,train
Treat your employees like your customers,negative,train
Warehouse associate,positive,train
"Director, Operations",positive,train
Horrible Leaders & no work life balance.,negative,train
Work/Life Balance,positive,train
Environment,positive,train
Area Manager,positive,train
facilities tech,positive,train
Data for data's sake and creepy corporate ,negative,train
Amazon,negative,train
Apple is an amazing company to work for.,positive,train
warehouse associate,positive,train
Terrible for Sales,negative,train
Amazon Luxembourg,negative,train
Terrible,negative,train
Risk Analyst,negative,train
"I left voluntarily (even after being promoted twice) for a new job, thank God!",negative,train
Associate,negative,train
"No work-life balance, little pay, long hours.",negative,train
Software Engineer,positive,train
Apple Retail Store Experience Review,negative,train
HR ERC,positive,train
It's a warehouse job,positive,train
Shipping,positive,train
good company to work,negative,train
Great Company Great Culture,positive,train
Good place,positive,train
ISS REP,negative,train
"Amazingly, entertaining",positive,train
TRMS - Risk investigator,negative,train
Worst work environment,negative,train
NIce,positive,train
Happy but unexcited,positive,train
Current SDE2 - Working in Amazon is no fun,negative,train
Apple Pay and Job,positive,train
Good,positive,train
Software Engineer,positive,train
Worst Company to work for.,negative,train
depends on your team mates and stakeholders,positive,train
investigation specialist,positive,train
It was great!,positive,train
"A fantastic, educational, and exciting work environment.",positive,train
Sr. Engineering Manager,positive,train
No Peace,negative,train
A Dying Company,negative,train
Best place to work.,positive,train
Would not recommend,negative,train
Love new and kinder Microsoft under Satya but still senior politics,positive,train
Picker,negative,train
Don't go here,negative,train
Short Review,positive,train
Great company that cannot stop getting in its own way,positive,train
Amazon Review,negative,train
"Decent company, poor pay depending on who you are.",negative,train
"Still have interesting places and people inside, but time to leave.",positive,train
Software Engineer,positive,train
"Great Company, but you if you want to succeed you will have to pace yourself",positive,train
"Stifling, Toxic, Political",negative,train
VP Assistant,positive,train
Fast paced and decent,positive,train
Inspirational Workplace,positive,train
Engineer,positive,train
Warehouse associate,negative,train
Area Manager,negative,train
Customer service,negative,train
Senior Program Lead,positive,train
"Great company, bad experience",positive,train
Love it,positive,train
You're not even a person,negative,train
Frustrating at best,negative,train
Not what it used to be,positive,train
Vice President,negative,train
The People Make this Place Great!,positive,train
Opened my eyes,negative,train
AWS,positive,train
review,negative,train
Process Assistant,negative,train
Designer,positive,train
Great,positive,train
Worst job ever!,negative,train
Fraud Investigator,negative,train
"Overworked, underpaid",negative,train
Its good,negative,train
Good place to work,positive,train
Amazon Fulfillment,positive,train
A good place to grow but only for short term,negative,train
Overall great place to work,positive,train
Specialist,positive,train
In transition,positive,train
Apple Maps. ,negative,train
Communications manager,positive,train
Really loved my time at Google,positive,train
Run Away!,negative,train
Best place to work,positive,train
internship,positive,train
SDET,negative,train
Dublin - mostly back office but decent office,negative,train
Great benefits and good money if you are willing to work hard and long,positive,train
Instructional Designer,negative,train
Put in a lot... don't get a lot back,positive,train
Senior Supply Chain Manager,negative,train
People around me are good.,positive,train
Warehouse associate,positive,train
My Job at Amazon,negative,train
Go get a decent job.,negative,train
Investigation Specialist,negative,train
Great Place to work,positive,train
Azure Alliance Director,negative,train
10 years,negative,train
Don't work for Microsoft if you can,negative,train
"Alibaba, please come and setup your business in America!",negative,train
Middle Mismanagement,negative,train
working conditions,negative,train
Used to be great,positive,train
Nice people,negative,train
Culture of pain,positive,train
No Job Security At All . . . .,negative,train
Delivery driver,negative,train
"Good Variety, still a bit behind other SaaS",positive,train
Software Engineer Track,positive,train
Excellent company to work for,positive,train
