review,rating,split
Every Year the employee experience take a step backwards,0,train
Slechte begeleiding in tijd van ziekte,0,train
think twice,0,train
Horrible experience,0,train
Low - hanging fruit,0,train
Onsite Medical Representative,1,train
Corporate cog,0,train
dont do it,0,train
"Not for everyone, high stress, and company growing pains",0,train
Customer Success Manager Review,1,train
Very Challenging and Rewarding,1,train
Cool place to work!,1,train
Danger And Opportunity,0,train
Beware the UK hiring trap,1,train
The Dirty Little Secret..,0,train
Amazon warehouse job,1,train
Started out great then became a miserable environment.,0,train
Slog culture,0,train
Flex scheduling has made Amazon Prime Now a terrible place to work,0,train
You can do better,0,train
Review Title,1,train
horrible,0,train
Apple,0,train
Human Resources,0,train
Hit and Miss - depends on the group and your manager,0,train
Warehouse worker,1,train
Kein Schatten ohne Sonne,0,train
Embedded Engineer,0,train
A great place to work if you pick the right group.,1,train
Buyer Beware,0,train
Poor Executives and Culture in IS&T,0,train
"I enjoyed working there, but in the end, had other opportunities to tend to.",1,train
Ware house operations,1,train
Worked as Transaction Risk Investigator,1,train
Crazy but fun experience.,1,train
"Good Work/Life Balance, Few Opportunities to Move Up",1,train
Customer Service Manager,1,train
Warning: Do Not Work Here,0,train
Company full of people running around caring only about promo,0,train
It's fun to work at Amazon !!!,1,train
Fullfilment Associate,0,train
ok,1,train
Picker,0,train
Very Bad,0,train
"Great culture, team, technology and innovation.",1,train
Best place to learn and grow,1,train
ICQA,0,train
"Great for my resume, not so great for my life",1,train
Solution Sales Exec,1,train
Good place to start for retail focused individuals,1,train
meh,0,train
Culture of this company is degrading rapidly,1,train
Specialist,1,train
"Awesome experience, very demanding",1,train
life within Amazon,0,train
Amazon Associate Outbound Pack Problem Solve,0,train
Great company with many talented people working on an array of projects. I'd definitely work here again someday.,1,train
Google's amazing (and big)!,1,train
Retail is retail,1,train
Make sure you like the role you have ... if you're lucky they'll let you keep it,0,train
"Underpaid, Underappreciated ",0,train
Program Manager,1,train
Strong Company Culture - Fun Workplace,1,train
I have a manager who is self-focused. She only manages up and this has created poor morale.,0,train
DON¡¯T do it¡­.,0,train
Warehouse associate,0,train
Analyst,1,train
"Bland, uninspired, bureaucratic",0,train
Finance analyst,0,train
"Ops quality engineering , supplier quality",0,train
MODERN SLAVERY,0,train
Awesome company,1,train
"Toxic, competitive, unaware, conceited culture.",0,train
growing too fast to keep up,0,train
The work is not so ,0,train
Good company but not for Employees,0,train
good first job,0,train
Human Resources Intern,1,train
Great,1,train
Great culture and great benefits,1,train
Ops Manager at Amazon,1,train
Support Engineer,1,train
Disappointed,0,train
Only apply if you have nothing else.,0,train
Cut throat section,0,train
Micromanaged and depressed,0,train
Do it if you need the experience,0,train
"Good company, interesting big picture, boring day-to-day",1,train
Great place to work.,1,train
Lots of businesses,1,train
MSFT Operations,1,train
It was pretty straight. not bad at all.,1,train
"Great for Customers, garbage for employees",0,train
Marketing Manager,0,train
Review,1,train
Not too bad... for retail,1,train
Hard to move up from retail?,1,train
Warehouse Associate,1,train
It¡¯s been tough working there. The management is very poor and Human Resources is even worse.,0,train
"Get in, get out",0,train
Home grown employees are becoming a rarity,0,train
It can be stressful.,0,train
Cabin Fever,0,train
"Joined with high hopes, couldn't keep up my spirit for long",0,train
Waste,0,train
Never again,0,train
It is not worth it. Does not care about their employees or change for the better,0,train
Work hard make history,0,train
Ruined my confidence,0,train
Amazon,1,train
Internal Quality Control,0,train
Order Picker,1,train
Amazing,1,train
"Awesome projects, great co-workers, decent work/life balance",1,train
Very little training,0,train
Not a career.,0,train
"Great company, terrible manager",1,train
"Good for your career, less so if you're a mom",0,train
Associate,0,train
Nice Company low pay,0,train
I am glad i am out,0,train
Ok job... Not long term,0,train
No chance of progression,0,train
Worst Company to work with,0,train
Good opportunity for at home workers,1,train
Good company,1,train
A burnout company with unlimited development opportunities,1,train
Very Poor Onboarding and Mediocre Management,0,train
no conversion,0,train
Good name to move elsewhere,1,train
Stay Away,0,train
You learn great skills but not somewhere to stay long term,0,train
Amazon warehouse,0,train
Ok job,0,train
dont leave,1,train
Good company but seems lost sometime,1,train
Operations Area Manager,0,train
they don't care too much about their employees,0,train
Retail by any other name,0,train
It truly depends on your group.,1,train
Corporate VPs - root of all evil,0,train
Amazon fulfillment center,1,train
Consultant,0,train
Employee,0,train
Not clear transformation will succeed,0,train
Good experience,1,train
software engineer,1,train
Senior Technical Support,0,train
Full time amazon,0,train
Avoid like fire.,0,train
Better benefits and treatment than any company I know of,1,train
Nothing more than an in-between job when you're trying to figure something else out,0,train
not as good as it sounds,0,train
Not what it's cracked up to be,0,train
Great Place... ...for doers.,1,train
Great company,1,train
Good for Workoholics!,0,train
Good work,1,train
My Fresh Take,1,train
Warehouse,0,train
Business Manager,1,train
Good Work Place Environment,1,train
Solution sales,1,train
"The worst company fooling its employees, exploiting them and underpaying the employees",0,train
Sr Mgr trade compliance projects,1,train
Good,1,train
"Smart people, poor management",0,train
Specialist- London,0,train
Apple Retail: Good company if you can deal with Retail.,1,train
Program Manager,1,train
nice experience,1,train
Very liberal,0,train
Good benefits but very minimal pay for the job that is required plus more,0,train
"Great company, coworkers, but horrible management",0,train
Not good,0,train
OK to,1,train
Tired of your soul? work at microsoft,0,train
Great company culture,1,train
Microsoft is doomed.,0,train
Software Developer,1,train
warehouse associate,1,train
Review,0,train
Good jon,1,train
Great,1,train
"worked as specialist in Hong Kong Apple Store for 3.5 years,",0,train
One Mistake You're Gone,0,train
Hard work,1,train
Great work Bad Management,0,train
Management,0,train
Finance Manager,1,train
Not the place to be.,0,train
Be Careful What you Sign Up for,0,train
Great learning opportunity,1,train
More expectations that compensation,0,train
Business Manager,0,train
Job life,1,train
A corporation for entrepreneurs,1,train
Director MCS,0,train
Good environment to work in overall,0,train
Warehouse Associate,1,train
Extremely long hours. Your co-workers are only in it for themselves.,0,train
Engineers please don't join,0,train
Business Manager,0,train
hard to beat,1,train
good,1,train
"Great company, different orgs = different experiences",1,train
Amazing Workplace,1,train
Good looking from the outside,0,train
Stow associate,1,train
Love my job,1,train
Associate,1,train
"Excellent HR policies, good employer",1,train
"Good company with a lot of smart people, but difficult to make a difference.",1,train
Lots of opportunities and challenges.,1,train
I LOVE working at Amazon,1,train
Loved it,1,train
Business Specialist,0,train
Software Development Engineer,0,train
Great place to learn and grow,1,train
Corporate vs. Retail are day and night,0,train
"Excellent Learning Experience, but Retail Long-Term is Difficult",1,train
Family Room Specialist,1,train
Hourly,0,train
"AWSome company, packed with amazing people and challenges",1,train
More about managing/defending your career than driving the business,0,train
"Worked myself sick for long hours, and they don't seem to care.",0,train
Good place to work,1,train
Great place to work,1,train
For the money,1,train
"Great Benefits, deep flaws",0,train
I like Microsoft,1,train
Business Development,0,train
Oh boy,0,train
Slave labor,0,train
Never again,0,train
Data Scientist,1,train
Fulfillment associate,0,train
my experience,0,train
The opposite of what Apple once aimed to be.,0,train
Genius at Birmingham Apple Retail Store,0,train
Great place,1,train
very disappointed,0,train
Massive re-orgs,1,train
This job will drive you insane...literally.,0,train
Not too Great for being a ,0,train
Field technician,0,train
Aws - the biggest mistake you'll make. Trust your gut.,0,train
Average Retail Experience,1,train
RETAIL: 10/10 Culture - 7/10 Pay Scale,1,train
Area manager,0,train
Great to work for if you are looking for another job.,0,train
Awful Place To Work,0,train
Program management,1,train
Dont even bother,0,train
Great place to work,1,train
Best job I've ever had. NY Times article totally not what I experience,1,train
It is always fun to work with your passion,1,train
Lot of politics in work,0,train
Place to be,1,train
Great company with great prospects. Make sure the category fits to your interests and career aspirations.,1,train
Foundational experience,1,train
Wild place to work,1,train
I love working for apple!,1,train
Embarrassing Management,0,train
Inbound stower,0,train
N/a,1,train
great company,0,train
Look elsewhere if you want career development options,0,train
Catalog Operations,0,train
Amazing,1,train
Worst management,0,train
